城市,年月,最高温,最低温,平均气温
营口,2024-03,16.0,-8.0,7.6
营口,2024-04,24.0,0.0,17.2
营口,2024-05,26.0,10.0,22.0
营口,2024-06,31.0,15.0,26.6
营口,2024-07,34.0,19.0,28.3
营口,2024-08,33.0,19.0,29.6
营口,2024-09,29.0,7.0,23.4
营口,2024-10,22.0,-2.0,16.4
营口,2024-11,19.0,-6.0,10.0
葫芦岛,2023-12,10.0,-21.0,-1.0
葫芦岛,2024-01,7.0,-20.0,-0.3
葫芦岛,2024-02,14.0,-20.0,1.4
葫芦岛,2024-03,17.0,-9.0,9.4
葫芦岛,2024-04,27.0,1.0,17.9
葫芦岛,2024-05,30.0,9.0,23.8
葫芦岛,2024-06,35.0,13.0,27.7
葫芦岛,2024-07,34.0,18.0,28.9
葫芦岛,2024-08,32.0,17.0,29.4
葫芦岛,2024-09,30.0,6.0,23.9
葫芦岛,2024-10,25.0,-3.0,17.5
葫芦岛,2024-11,21.0,-10.0,10.9
蚌埠,2023-12,24.0,-9.0,8.3
蚌埠,2024-01,18.0,-7.0,7.5
蚌埠,2024-02,24.0,-8.0,6.8
蚌埠,2024-03,28.0,0.0,15.9
蚌埠,2024-04,28.0,6.0,22.3
蚌埠,2024-05,34.0,11.0,27.8
蚌埠,2024-06,38.0,17.0,31.9
蚌埠,2024-07,38.0,21.0,32.6
蚌埠,2024-08,38.0,23.0,34.6
蚌埠,2024-09,36.0,13.0,29.7
蚌埠,2024-10,27.0,5.0,21.8
蚌埠,2024-11,23.0,1.0,16.7
衡水,2023-12,22.0,-17.0,3.1
衡水,2024-01,9.0,-10.0,3.9
衡水,2024-02,18.0,-7.0,6.4
衡水,2024-03,25.0,-3.0,16.4
衡水,2024-04,30.0,5.0,23.0
衡水,2024-05,35.0,12.0,28.3
衡水,2024-06,41.0,17.0,35.1
衡水,2024-07,38.0,19.0,32.4
衡水,2024-08,36.0,19.0,32.7
衡水,2024-09,33.0,10.0,26.8
衡水,2024-10,28.0,3.0,20.7
衡水,2024-11,23.0,-2.0,14.5
衡阳,2023-12,28.0,-1.0,13.0
衡阳,2024-01,23.0,-4.0,10.1
衡阳,2024-02,30.0,-2.0,9.4
衡阳,2024-03,33.0,3.0,18.5
衡阳,2024-04,33.0,12.0,23.6
衡阳,2024-05,34.0,15.0,26.6
衡阳,2024-06,35.0,18.0,28.8
衡阳,2024-07,39.0,22.0,35.4
衡阳,2024-08,38.0,24.0,34.1
衡阳,2024-09,38.0,18.0,32.6
衡阳,2024-10,30.0,11.0,23.4
衡阳,2024-11,27.0,6.0,20.1
衢州,2023-12,23.0,-5.0,12.8
衢州,2024-01,21.0,-6.0,11.6
衢州,2024-02,28.0,0.0,10.6
衢州,2024-03,33.0,0.0,19.2
衢州,2024-04,32.0,12.0,23.1
衢州,2024-05,35.0,13.0,27.0
衢州,2024-06,34.0,16.0,27.0
衢州,2024-07,39.0,25.0,36.3
衢州,2024-08,42.0,24.0,36.8
衢州,2024-09,38.0,18.0,32.7
衢州,2024-10,32.0,11.0,23.5
衢州,2024-11,25.0,2.0,19.1
襄樊,2023-12,21.0,-3.0,8.3
襄樊,2024-01,14.0,-4.0,7.8
襄樊,2024-02,18.0,-5.0,7.2
襄樊,2024-03,27.0,1.0,17.3
襄樊,2024-04,28.0,10.0,21.9
襄樊,2024-05,33.0,13.0,27.3
襄樊,2024-06,37.0,18.0,30.3
襄樊,2024-07,36.0,21.0,30.6
襄樊,2024-08,36.0,22.0,33.4
襄樊,2024-09,37.0,13.0,30.0
襄樊,2024-10,29.0,7.0,21.9
襄樊,2024-11,24.0,3.0,16.2
西宁,2023-12,11.0,-18.0,4.4
西宁,2024-01,10.0,-17.0,3.0
西宁,2024-02,16.0,-13.0,3.6
西宁,2024-03,21.0,-9.0,10.7
西宁,2024-04,23.0,1.0,15.3
西宁,2024-05,30.0,2.0,20.8
西宁,2024-06,27.0,7.0,21.9
西宁,2024-07,29.0,10.0,23.5
西宁,2024-08,29.0,8.0,24.9
西宁,2024-09,27.0,0.0,19.1
西宁,2024-10,20.0,-2.0,13.8
西宁,2024-11,17.0,-12.0,7.3
西安,2023-12,22.0,-7.0,7.4
西安,2024-01,16.0,-8.0,6.6
西安,2024-02,17.0,-4.0,7.3
西安,2024-03,31.0,0.0,18.2
西安,2024-04,31.0,9.0,24.4
西安,2024-05,38.0,11.0,29.5
西安,2024-06,40.0,15.0,32.8
西安,2024-07,37.0,20.0,30.8
西安,2024-08,39.0,20.0,34.4
西安,2024-09,39.0,12.0,31.5
西安,2024-10,28.0,6.0,21.0
西安,2024-11,19.0,-2.0,14.0
西沙,2023-12,29.0,21.0,26.8
西沙,2024-01,27.0,21.0,25.6
西沙,2024-02,29.0,20.0,26.7
西沙,2024-03,31.0,23.0,28.7
西沙,2024-04,33.0,26.0,31.0
西沙,2024-05,34.0,26.0,31.3
西沙,2024-06,33.0,27.0,31.8
西沙,2024-07,34.0,26.0,31.7
西沙,2024-08,34.0,26.0,32.6
西沙,2024-09,33.0,26.0,31.5
西沙,2024-10,32.0,25.0,30.0
西沙,2024-11,30.0,23.0,28.4
许昌,2023-12,21.0,-9.0,7.1
许昌,2024-01,14.0,-7.0,7.1
许昌,2024-02,19.0,-11.0,7.3
许昌,2024-03,27.0,0.0,16.5
许昌,2024-04,28.0,5.0,22.5
许昌,2024-05,35.0,9.0,29.3
许昌,2024-06,40.0,18.0,34.2
许昌,2024-07,36.0,19.0,31.5
许昌,2024-08,36.0,22.0,33.0
许昌,2024-09,37.0,12.0,28.6
许昌,2024-10,28.0,4.0,22.4
许昌,2024-11,24.0,0.0,16.3
贵港,2023-12,29.0,4.0,18.9
贵港,2024-01,25.0,3.0,16.3
贵港,2024-02,29.0,4.0,16.9
贵港,2024-03,31.0,7.0,22.5
贵港,2024-04,34.0,16.0,28.4
贵港,2024-05,35.0,19.0,28.4
贵港,2024-06,35.0,23.0,31.2
贵港,2024-07,36.0,24.0,33.2
贵港,2024-08,37.0,25.0,33.0
贵港,2024-09,36.0,22.0,32.0
贵港,2024-10,33.0,16.0,28.6
贵港,2024-11,33.0,13.0,26.1
贵阳,2023-12,23.0,-2.0,11.8
贵阳,2024-01,20.0,-6.0,9.6
贵阳,2024-02,27.0,-3.0,10.8
贵阳,2024-03,29.0,0.0,18.5
贵阳,2024-04,31.0,10.0,23.2
贵阳,2024-05,30.0,10.0,21.6
贵阳,2024-06,29.0,14.0,23.6
贵阳,2024-07,35.0,20.0,28.3
贵阳,2024-08,34.0,19.0,29.8
贵阳,2024-09,32.0,12.0,28.3
贵阳,2024-10,25.0,8.0,20.3
贵阳,2024-11,26.0,5.0,17.0
贺州地区,2023-12,29.0,0.0,17.0
贺州地区,2024-01,25.0,0.0,14.7
贺州地区,2024-02,28.0,1.0,13.0
贺州地区,2024-03,30.0,5.0,21.0
贺州地区,2024-04,32.0,14.0,25.1
贺州地区,2024-05,35.0,17.0,27.5
贺州地区,2024-06,34.0,20.0,30.4
贺州地区,2024-07,39.0,24.0,34.1
贺州地区,2024-08,37.0,24.0,33.7
贺州地区,2024-09,37.0,21.0,32.8
贺州地区,2024-10,32.0,14.0,28.0
贺州地区,2024-11,31.0,10.0,24.2
资阳,2023-12,18.0,0.0,12.9
资阳,2024-01,18.0,0.0,11.7
资阳,2024-02,22.0,1.0,13.3
资阳,2024-03,31.0,5.0,20.8
资阳,2024-04,34.0,12.0,25.2
资阳,2024-05,37.0,14.0,28.3
资阳,2024-06,35.0,18.0,28.4
资阳,2024-07,37.0,22.0,30.4
资阳,2024-08,41.0,22.0,36.3
资阳,2024-09,38.0,15.0,33.8
资阳,2024-10,27.0,12.0,21.4
资阳,2024-11,24.0,4.0,16.8
赣州,2023-12,29.0,-1.0,15.5
赣州,2024-01,25.0,-2.0,14.6
赣州,2024-02,29.0,2.0,14.1
赣州,2024-03,30.0,4.0,20.0
赣州,2024-04,32.0,15.0,25.1
赣州,2024-05,34.0,17.0,27.9
赣州,2024-06,36.0,18.0,30.6
赣州,2024-07,39.0,25.0,35.5
赣州,2024-08,38.0,25.0,34.6
赣州,2024-09,37.0,18.0,32.8
赣州,2024-10,33.0,12.0,25.7
赣州,2024-11,28.0,6.0,21.3
赤峰,2023-12,11.0,-24.0,-4.2
赤峰,2024-01,5.0,-23.0,-3.2
赤峰,2024-02,16.0,-20.0,0.6
赤峰,2024-03,19.0,-14.0,8.3
赤峰,2024-04,29.0,-4.0,17.5
赤峰,2024-05,34.0,6.0,23.7
赤峰,2024-06,35.0,12.0,28.8
赤峰,2024-07,34.0,14.0,29.4
赤峰,2024-08,32.0,14.0,27.0
赤峰,2024-09,27.0,4.0,21.7
赤峰,2024-10,23.0,-6.0,15.2
赤峰,2024-11,16.0,-12.0,7.9
辽源,2023-12,11.0,-28.0,-6.0
辽源,2024-01,2.0,-29.0,-5.8
辽源,2024-02,12.0,-27.0,-2.2
辽源,2024-03,17.0,-17.0,6.0
辽源,2024-04,26.0,-7.0,17.5
辽源,2024-05,29.0,4.0,21.4
辽源,2024-06,34.0,11.0,27.2
辽源,2024-07,32.0,13.0,28.2
辽源,2024-08,31.0,13.0,29.0
辽源,2024-09,28.0,3.0,22.3
辽源,2024-10,24.0,-7.0,15.1
辽源,2024-11,16.0,-16.0,5.8
辽阳,2023-12,14.0,-26.0,-2.3
辽阳,2024-01,5.0,-22.0,-2.2
辽阳,2024-02,12.0,-20.0,-0.3
辽阳,2024-03,17.0,-9.0,8.9
辽阳,2024-04,25.0,-2.0,19.6
辽阳,2024-05,30.0,8.0,24.2
辽阳,2024-06,35.0,12.0,29.7
辽阳,2024-07,35.0,18.0,29.6
辽阳,2024-08,34.0,17.0,31.1
辽阳,2024-09,29.0,6.0,24.3
辽阳,2024-10,24.0,-4.0,17.9
辽阳,2024-11,20.0,-10.0,10.0
达州,2023-12,18.0,1.0,11.8
达州,2024-01,17.0,1.0,10.7
达州,2024-02,22.0,1.0,11.9
达州,2024-03,29.0,5.0,19.2
达州,2024-04,32.0,13.0,24.2
达州,2024-05,36.0,14.0,27.6
达州,2024-06,38.0,18.0,29.0
达州,2024-07,38.0,23.0,32.2
达州,2024-08,41.0,22.0,36.8
达州,2024-09,41.0,15.0,36.0
达州,2024-10,29.0,13.0,22.6
达州,2024-11,23.0,2.0,16.9
运城,2023-12,21.0,-11.0,5.7
运城,2024-01,11.0,-10.0,5.3
运城,2024-02,19.0,-6.0,6.9
运城,2024-03,29.0,-2.0,18.2
运城,2024-04,33.0,8.0,24.7
运城,2024-05,37.0,11.0,29.6
运城,2024-06,41.0,16.0,32.9
运城,2024-07,36.0,20.0,31.8
运城,2024-08,36.0,20.0,32.9
运城,2024-09,36.0,8.0,29.8
运城,2024-10,28.0,4.0,21.7
运城,2024-11,21.0,-5.0,14.4
连云港,2023-12,21.0,-9.0,7.0
连云港,2024-01,11.0,-8.0,5.9
连云港,2024-02,23.0,-8.0,6.5
连云港,2024-03,23.0,-3.0,14.1
连云港,2024-04,26.0,4.0,20.7
连云港,2024-05,33.0,9.0,26.2
连云港,2024-06,38.0,16.0,31.4
连云港,2024-07,36.0,21.0,30.8
连云港,2024-08,36.0,21.0,32.7
连云港,2024-09,34.0,14.0,28.9
连云港,2024-10,26.0,5.0,21.0
连云港,2024-11,23.0,-2.0,16.0
通化,2023-12,9.0,-31.0,-5.0
通化,2024-01,0.0,-28.0,-4.7
通化,2024-02,7.0,-21.0,-0.3
通化,2024-03,15.0,-14.0,5.5
通化,2024-04,25.0,-3.0,17.6
通化,2024-05,28.0,3.0,20.4
通化,2024-06,31.0,9.0,25.7
通化,2024-07,31.0,16.0,27.7
通化,2024-08,32.0,15.0,28.9
通化,2024-09,28.0,5.0,22.6
通化,2024-10,24.0,-4.0,15.2
通化,2024-11,20.0,-16.0,6.2
通辽,2023-12,6.0,-23.0,-7.1
通辽,2024-01,2.0,-22.0,-6.3
通辽,2024-02,11.0,-19.0,-2.0
通辽,2024-03,16.0,-14.0,6.4
通辽,2024-04,27.0,-4.0,17.6
通辽,2024-05,31.0,6.0,23.1
通辽,2024-06,36.0,11.0,29.1
通辽,2024-07,33.0,16.0,28.8
通辽,2024-08,32.0,15.0,28.1
通辽,2024-09,30.0,4.0,23.2
通辽,2024-10,24.0,-5.0,15.5
通辽,2024-11,17.0,-12.0,6.4
遂宁,2023-12,17.0,1.0,11.7
遂宁,2024-01,16.0,1.0,10.6
遂宁,2024-02,21.0,2.0,12.4
遂宁,2024-03,29.0,5.0,19.5
遂宁,2024-04,33.0,13.0,24.3
遂宁,2024-05,36.0,13.0,27.4
遂宁,2024-06,36.0,18.0,28.2
遂宁,2024-07,36.0,22.0,31.5
遂宁,2024-08,40.0,22.0,36.2
遂宁,2024-09,39.0,14.0,34.5
遂宁,2024-10,28.0,12.0,21.6
遂宁,2024-11,23.0,5.0,16.4
遵义,2023-12,26.0,-2.0,11.2
遵义,2024-01,21.0,-4.0,8.5
遵义,2024-02,30.0,-2.0,10.4
遵义,2024-03,31.0,1.0,17.5
遵义,2024-04,31.0,11.0,22.1
遵义,2024-05,32.0,10.0,22.5
遵义,2024-06,32.0,16.0,24.8
遵义,2024-07,36.0,20.0,31.0
遵义,2024-08,37.0,20.0,32.6
遵义,2024-09,37.0,13.0,31.3
遵义,2024-10,27.0,10.0,19.8
遵义,2024-11,26.0,4.0,15.7
邢台,2023-12,25.0,-18.0,3.3
邢台,2024-01,9.0,-11.0,3.8
邢台,2024-02,16.0,-8.0,6.0
邢台,2024-03,26.0,-3.0,15.9
邢台,2024-04,31.0,6.0,22.3
邢台,2024-05,34.0,10.0,27.6
邢台,2024-06,41.0,18.0,33.4
邢台,2024-07,37.0,19.0,30.8
邢台,2024-08,35.0,19.0,31.4
邢台,2024-09,32.0,11.0,25.9
邢台,2024-10,26.0,3.0,19.5
邢台,2024-11,21.0,-2.0,14.1
邯郸,2023-12,26.0,-15.0,4.8
邯郸,2024-01,11.0,-9.0,5.2
邯郸,2024-02,18.0,-7.0,7.6
邯郸,2024-03,26.0,-2.0,16.9
邯郸,2024-04,30.0,6.0,23.7
邯郸,2024-05,36.0,11.0,28.9
邯郸,2024-06,42.0,18.0,34.9
邯郸,2024-07,38.0,18.0,32.3
邯郸,2024-08,38.0,20.0,33.5
邯郸,2024-09,34.0,10.0,27.9
邯郸,2024-10,28.0,3.0,21.0
邯郸,2024-11,23.0,-2.0,15.4
邵阳,2023-12,25.0,-3.0,12.7
邵阳,2024-01,22.0,-4.0,10.0
邵阳,2024-02,30.0,-3.0,9.3
邵阳,2024-03,33.0,2.0,18.6
邵阳,2024-04,33.0,12.0,23.4
邵阳,2024-05,35.0,13.0,26.4
邵阳,2024-06,33.0,18.0,27.7
邵阳,2024-07,38.0,22.0,33.6
邵阳,2024-08,37.0,23.0,33.1
邵阳,2024-09,37.0,17.0,31.4
邵阳,2024-10,29.0,10.0,22.5
邵阳,2024-11,28.0,5.0,19.2
郑州,2023-12,27.0,-9.0,7.5
郑州,2024-01,18.0,-9.0,7.1
郑州,2024-02,20.0,-7.0,8.0
郑州,2024-03,27.0,-1.0,17.3
郑州,2024-04,31.0,7.0,24.1
郑州,2024-05,38.0,12.0,29.3
郑州,2024-06,40.0,19.0,33.7
郑州,2024-07,37.0,20.0,31.8
郑州,2024-08,36.0,22.0,33.4
郑州,2024-09,38.0,13.0,28.3
郑州,2024-10,27.0,4.0,21.6
郑州,2024-11,24.0,1.0,15.8
郴州,2023-12,26.0,-3.0,12.5
郴州,2024-01,24.0,-4.0,10.6
郴州,2024-02,25.0,-2.0,8.7
郴州,2024-03,29.0,2.0,18.0
郴州,2024-04,31.0,10.0,23.2
郴州,2024-05,32.0,12.0,25.5
郴州,2024-06,34.0,18.0,28.0
郴州,2024-07,38.0,24.0,33.0
郴州,2024-08,36.0,23.0,32.8
郴州,2024-09,36.0,16.0,29.7
郴州,2024-10,30.0,11.0,22.1
郴州,2024-11,27.0,7.0,18.2
都匀,2023-12,25.0,-4.0,12.5
都匀,2024-01,21.0,-6.0,9.6
都匀,2024-02,28.0,-3.0,9.9
都匀,2024-03,29.0,0.0,18.5
都匀,2024-04,33.0,10.0,23.5
都匀,2024-05,31.0,11.0,23.1
都匀,2024-06,32.0,15.0,24.4
都匀,2024-07,36.0,20.0,29.1
都匀,2024-08,34.0,19.0,30.0
都匀,2024-09,34.0,13.0,29.1
都匀,2024-10,27.0,9.0,21.2
都匀,2024-11,26.0,5.0,18.1
鄂州,2023-12,25.0,-3.0,10.8
鄂州,2024-01,22.0,-4.0,9.9
鄂州,2024-02,25.0,-1.0,8.5
鄂州,2024-03,32.0,2.0,18.5
鄂州,2024-04,30.0,13.0,23.2
鄂州,2024-05,35.0,15.0,27.8
鄂州,2024-06,36.0,19.0,28.9
鄂州,2024-07,39.0,23.0,34.4
鄂州,2024-08,40.0,24.0,36.4
鄂州,2024-09,40.0,15.0,33.6
鄂州,2024-10,31.0,10.0,24.1
鄂州,2024-11,27.0,4.0,19.4
酒泉,2023-12,12.0,-20.0,0.4
酒泉,2024-01,12.0,-21.0,0.3
酒泉,2024-02,15.0,-16.0,-0.8
酒泉,2024-03,24.0,-10.0,12.3
酒泉,2024-04,24.0,0.0,18.2
酒泉,2024-05,33.0,8.0,26.2
酒泉,2024-06,33.0,9.0,28.2
酒泉,2024-07,35.0,13.0,29.7
酒泉,2024-08,34.0,13.0,29.4
酒泉,2024-09,28.0,0.0,20.7
酒泉,2024-10,22.0,-1.0,16.8
酒泉,2024-11,18.0,-12.0,8.9
重庆,2023-12,19.0,4.0,12.7
重庆,2024-01,18.0,3.0,12.0
重庆,2024-02,23.0,5.0,13.5
重庆,2024-03,29.0,8.0,20.2
重庆,2024-04,34.0,16.0,24.2
重庆,2024-05,38.0,15.0,27.6
重庆,2024-06,37.0,19.0,28.6
重庆,2024-07,40.0,23.0,34.3
重庆,2024-08,41.0,26.0,38.1
重庆,2024-09,41.0,16.0,36.4
重庆,2024-10,28.0,15.0,22.3
重庆,2024-11,23.0,8.0,17.2
金华,2023-12,25.0,-4.0,12.9
金华,2024-01,23.0,-5.0,12.1
金华,2024-02,29.0,0.0,11.1
金华,2024-03,32.0,1.0,19.5
金华,2024-04,31.0,11.0,23.3
金华,2024-05,35.0,13.0,27.4
金华,2024-06,36.0,17.0,27.5
金华,2024-07,40.0,26.0,36.9
金华,2024-08,41.0,25.0,37.9
金华,2024-09,38.0,19.0,33.1
金华,2024-10,32.0,11.0,23.2
金华,2024-11,25.0,5.0,19.3
金昌,2023-12,16.0,-20.0,2.5
金昌,2024-01,13.0,-20.0,1.9
金昌,2024-02,17.0,-15.0,1.2
金昌,2024-03,26.0,-13.0,12.8
金昌,2024-04,27.0,2.0,19.6
金昌,2024-05,36.0,6.0,27.5
金昌,2024-06,34.0,11.0,29.2
金昌,2024-07,36.0,14.0,30.1
金昌,2024-08,35.0,14.0,29.8
金昌,2024-09,29.0,-1.0,20.2
金昌,2024-10,25.0,-4.0,17.6
金昌,2024-11,19.0,-11.0,9.5
钦州,2023-12,28.0,5.0,19.4
钦州,2024-01,26.0,4.0,17.4
钦州,2024-02,30.0,5.0,18.0
钦州,2024-03,30.0,9.0,22.2
钦州,2024-04,33.0,18.0,28.4
钦州,2024-05,34.0,19.0,28.9
钦州,2024-06,33.0,24.0,30.6
钦州,2024-07,36.0,24.0,31.7
钦州,2024-08,35.0,25.0,31.6
钦州,2024-09,36.0,23.0,31.9
钦州,2024-10,32.0,17.0,28.9
钦州,2024-11,32.0,13.0,26.4
铁岭,2023-12,13.0,-27.0,-4.3
铁岭,2024-01,3.0,-27.0,-4.6
铁岭,2024-02,13.0,-22.0,-1.7
铁岭,2024-03,17.0,-12.0,7.9
铁岭,2024-04,25.0,-3.0,18.6
铁岭,2024-05,29.0,6.0,23.5
铁岭,2024-06,34.0,9.0,29.1
铁岭,2024-07,33.0,16.0,28.8
铁岭,2024-08,33.0,16.0,29.9
铁岭,2024-09,29.0,6.0,23.1
铁岭,2024-10,23.0,-4.0,16.4
铁岭,2024-11,17.0,-11.0,8.0
铜仁,2023-12,26.0,-1.0,12.4
铜仁,2024-01,20.0,-3.0,9.1
铜仁,2024-02,31.0,-2.0,9.8
铜仁,2024-03,33.0,3.0,19.0
铜仁,2024-04,31.0,12.0,22.6
铜仁,2024-05,36.0,14.0,25.5
铜仁,2024-06,35.0,16.0,27.0
铜仁,2024-07,40.0,22.0,33.9
铜仁,2024-08,38.0,23.0,34.0
铜仁,2024-09,38.0,17.0,32.9
铜仁,2024-10,28.0,10.0,22.3
铜仁,2024-11,26.0,7.0,18.5
铜川,2023-12,19.0,-11.0,5.5
铜川,2024-01,12.0,-11.0,4.1
铜川,2024-02,15.0,-7.0,4.8
铜川,2024-03,27.0,-4.0,15.8
铜川,2024-04,29.0,5.0,22.4
铜川,2024-05,34.0,6.0,26.8
铜川,2024-06,38.0,11.0,30.7
铜川,2024-07,32.0,14.0,27.9
铜川,2024-08,32.0,15.0,29.0
铜川,2024-09,31.0,5.0,26.6
铜川,2024-10,23.0,0.0,17.9
铜川,2024-11,17.0,-6.0,11.0
铜陵,2023-12,23.0,-6.0,9.5
铜陵,2024-01,20.0,-5.0,8.9
铜陵,2024-02,27.0,-2.0,8.2
铜陵,2024-03,31.0,-1.0,17.3
铜陵,2024-04,30.0,8.0,22.3
铜陵,2024-05,34.0,13.0,26.7
铜陵,2024-06,35.0,17.0,29.2
铜陵,2024-07,38.0,24.0,33.9
铜陵,2024-08,39.0,24.0,35.1
铜陵,2024-09,38.0,17.0,31.0
铜陵,2024-10,27.0,9.0,21.5
铜陵,2024-11,24.0,5.0,17.5
银川,2023-12,16.0,-18.0,1.7
银川,2024-01,8.0,-17.0,1.5
银川,2024-02,18.0,-11.0,3.7
银川,2024-03,26.0,-7.0,14.5
银川,2024-04,29.0,3.0,22.1
银川,2024-05,35.0,7.0,27.7
银川,2024-06,36.0,12.0,28.9
银川,2024-07,37.0,15.0,32.1
银川,2024-08,35.0,14.0,28.6
银川,2024-09,30.0,1.0,21.9
银川,2024-10,24.0,1.0,18.1
银川,2024-11,18.0,-8.0,10.0
锦州,2023-12,10.0,-19.0,-1.1
锦州,2024-01,7.0,-17.0,-0.6
锦州,2024-02,14.0,-16.0,1.4
锦州,2024-03,17.0,-10.0,9.3
锦州,2024-04,27.0,2.0,18.3
锦州,2024-05,29.0,10.0,23.9
锦州,2024-06,36.0,15.0,28.5
锦州,2024-07,34.0,19.0,29.3
锦州,2024-08,32.0,18.0,29.7
锦州,2024-09,30.0,7.0,23.9
锦州,2024-10,25.0,-2.0,17.5
锦州,2024-11,20.0,-7.0,10.6
镇江,2023-12,23.0,-7.0,9.1
镇江,2024-01,17.0,-7.0,8.1
镇江,2024-02,23.0,-3.0,7.8
镇江,2024-03,31.0,-1.0,15.8
镇江,2024-04,27.0,7.0,21.2
镇江,2024-05,33.0,10.0,26.1
镇江,2024-06,35.0,17.0,29.1
镇江,2024-07,37.0,21.0,33.3
镇江,2024-08,40.0,25.0,34.9
镇江,2024-09,36.0,17.0,30.8
镇江,2024-10,28.0,8.0,21.3
镇江,2024-11,26.0,1.0,17.2
长春,2023-12,8.0,-24.0,-8.2
长春,2024-01,2.0,-25.0,-7.7
长春,2024-02,9.0,-22.0,-4.0
长春,2024-03,14.0,-17.0,4.5
长春,2024-04,24.0,-5.0,16.6
长春,2024-05,30.0,4.0,21.1
长春,2024-06,33.0,10.0,26.0
长春,2024-07,32.0,16.0,27.7
长春,2024-08,31.0,14.0,28.0
长春,2024-09,28.0,4.0,21.9
长春,2024-10,23.0,-4.0,13.8
长春,2024-11,14.0,-13.0,4.7
长沙,2023-12,23.0,-3.0,12.7
长沙,2024-01,23.0,-7.0,10.6
长沙,2024-02,28.0,-2.0,8.7
长沙,2024-03,31.0,3.0,19.0
长沙,2024-04,32.0,12.0,23.6
长沙,2024-05,36.0,14.0,27.4
长沙,2024-06,36.0,18.0,28.3
长沙,2024-07,40.0,22.0,34.9
长沙,2024-08,37.0,24.0,34.3
长沙,2024-09,39.0,18.0,32.1
长沙,2024-10,30.0,10.0,22.7
长沙,2024-11,27.0,4.0,19.0
长治,2023-12,21.0,-20.0,2.7
长治,2024-01,14.0,-17.0,2.5
长治,2024-02,16.0,-15.0,2.7
长治,2024-03,24.0,-6.0,12.8
长治,2024-04,29.0,2.0,21.2
长治,2024-05,32.0,7.0,25.8
长治,2024-06,35.0,11.0,28.7
长治,2024-07,32.0,15.0,27.5
长治,2024-08,32.0,11.0,28.3
长治,2024-09,31.0,7.0,24.3
长治,2024-10,24.0,0.0,17.2
长治,2024-11,18.0,-8.0,10.3
阜新,2023-12,11.0,-24.0,-5.7
阜新,2024-01,3.0,-22.0,-4.9
阜新,2024-02,14.0,-24.0,-2.0
阜新,2024-03,17.0,-15.0,6.8
阜新,2024-04,26.0,-5.0,17.1
阜新,2024-05,30.0,5.0,22.8
阜新,2024-06,34.0,11.0,28.5
阜新,2024-07,36.0,15.0,29.6
阜新,2024-08,32.0,14.0,29.4
阜新,2024-09,28.0,2.0,23.3
阜新,2024-10,24.0,-9.0,16.8
阜新,2024-11,18.0,-13.0,8.8
阜阳,2023-12,24.0,-8.0,8.3
阜阳,2024-01,19.0,-7.0,7.6
阜阳,2024-02,22.0,-9.0,7.1
阜阳,2024-03,27.0,0.0,16.5
阜阳,2024-04,29.0,6.0,22.9
阜阳,2024-05,35.0,12.0,29.2
阜阳,2024-06,40.0,18.0,32.7
阜阳,2024-07,39.0,21.0,32.3
阜阳,2024-08,38.0,23.0,34.7
阜阳,2024-09,37.0,13.0,30.0
阜阳,2024-10,28.0,8.0,22.3
阜阳,2024-11,24.0,1.0,16.9
防城港,2023-12,27.0,6.0,19.5
防城港,2024-01,25.0,4.0,17.7
防城港,2024-02,28.0,7.0,17.7
防城港,2024-03,29.0,9.0,21.6
防城港,2024-04,33.0,19.0,28.3
防城港,2024-05,32.0,19.0,28.9
防城港,2024-06,32.0,24.0,30.1
防城港,2024-07,33.0,25.0,31.2
防城港,2024-08,33.0,25.0,31.2
防城港,2024-09,36.0,23.0,31.1
防城港,2024-10,32.0,17.0,28.5
防城港,2024-11,30.0,13.0,25.8
阳江,2023-12,29.0,6.0,21.2
阳江,2024-01,26.0,5.0,20.5
阳江,2024-02,27.0,8.0,21.0
阳江,2024-03,30.0,8.0,22.6
阳江,2024-04,31.0,22.0,27.7
阳江,2024-05,31.0,20.0,28.0
阳江,2024-06,34.0,24.0,30.3
阳江,2024-07,35.0,25.0,31.3
阳江,2024-08,36.0,25.0,32.3
阳江,2024-09,36.0,21.0,31.5
阳江,2024-10,34.0,19.0,29.3
阳江,2024-11,32.0,13.0,25.4
阳泉,2023-12,19.0,-18.0,2.3
阳泉,2024-01,14.0,-16.0,3.4
阳泉,2024-02,20.0,-14.0,4.6
阳泉,2024-03,27.0,-6.0,14.2
阳泉,2024-04,32.0,4.0,20.9
阳泉,2024-05,35.0,6.0,26.6
阳泉,2024-06,40.0,13.0,30.9
阳泉,2024-07,37.0,15.0,30.0
阳泉,2024-08,33.0,14.0,28.5
阳泉,2024-09,30.0,7.0,22.3
阳泉,2024-10,25.0,-1.0,17.8
阳泉,2024-11,20.0,-9.0,11.9
阿克苏,2023-12,9.0,-12.0,1.2
阿克苏,2024-01,5.0,-14.0,1.4
阿克苏,2024-02,11.0,-9.0,3.4
阿克苏,2024-03,24.0,-3.0,14.9
阿克苏,2024-04,30.0,3.0,22.9
阿克苏,2024-05,36.0,10.0,29.8
阿克苏,2024-06,39.0,13.0,32.2
阿克苏,2024-07,40.0,14.0,32.1
阿克苏,2024-08,37.0,12.0,30.2
阿克苏,2024-09,31.0,5.0,26.2
阿克苏,2024-10,26.0,2.0,21.0
阿克苏,2024-11,18.0,-5.0,11.9
